Customer_Number,Division
204817696,Housewares Division
204817696,Health Products Division
204817696,Personal Electronics Division
204817696,Jewelry Division
204868533,Health Products Division
204906317,Housewares Division
204906317,Health Products Division
204936751,Housewares Division
204936751,Health Products Division
204936751,Personal Electronics Division
204936751,Jewelry Division
204951404,Health Products Division
204951404,Garden Division
205016454,Housewares Division
205016454,Health Products Division
205016454,Personal Electronics Division
205016454,Novelty Gift Division
205016454,Jewelry Division
205049828,Health Products Division
205049828,Personal Electronics Division
205144439,Housewares Division
205144439,Health Products Division
205144439,Novelty Gift Division
205233141,Health Products Division
205233141,Garden Division
205233141,Jewelry Division
205351083,Health Products Division
205351083,Personal Electronics Division
205364441,Housewares Division
205364441,Health Products Division
205364441,Personal Electronics Division
205443849,Clothing Division
205443849,Housewares Division
205443849,Health Products Division
205443849,Personal Electronics Division
205443849,Garden Division
205443849,Jewelry Division
205456833,Health Products Division
205456833,Garden Division
205655871,Health Products Division
205655871,Personal Electronics Division
205701881,Health Products Division
205701881,Novelty Gift Division
205710189,Health Products Division
205710189,Garden Division
205710189,Novelty Gift Division
205838188,Health Products Division
205883598,Health Products Division
205883598,Personal Electronics Division
205883598,Jewelry Division
205909328,Health Products Division
205929656,Health Products Division
205929656,Personal Electronics Division
205934367,Housewares Division
205934367,Health Products Division
205957442,Housewares Division
205957442,Health Products Division
205957442,Automotive Division
205957442,Personal Electronics Division
205957442,Novelty Gift Division
205958812,Housewares Division
205958812,Health Products Division
206022956,Health Products Division
206048084,Housewares Division
206048084,Health Products Division
206048084,Personal Electronics Division
206048084,Novelty Gift Division
206052839,Health Products Division
206052839,Garden Division
206089518,Health Products Division
206089518,Personal Electronics Division
206157893,Health Products Division
206157893,Personal Electronics Division
206170359,Housewares Division
206170359,Health Products Division
206170359,Personal Electronics Division
206170359,Computers Division
206170359,Jewelry Division
206184517,Health Products Division
206308843,Health Products Division
206308843,Personal Electronics Division
206308843,Jewelry Division
206317869,Health Products Division
206317869,Personal Electronics Division
206317869,Novelty Gift Division
206347072,Health Products Division
206347072,Jewelry Division
206401374,Housewares Division
206401374,Health Products Division
206401374,Automotive Division
206401374,Jewelry Division
206469231,Health Products Division
206494858,Housewares Division
206494858,Health Products Division
206494858,Garden Division
206537581,Health Products Division
206537581,Automotive Division
206537581,Garden Division
206537581,Jewelry Division
206561714,Health Products Division
206610032,Health Products Division
206630246,Housewares Division
206630246,Health Products Division
206630246,Personal Electronics Division
206630246,Garden Division
206634321,Health Products Division
206634321,Personal Electronics Division
206634321,Novelty Gift Division
206634321,Jewelry Division
206652034,Health Products Division
206652034,Garden Division
206668865,Housewares Division
206668865,Health Products Division
206668865,Personal Electronics Division
206679862,Housewares Division
206679862,Health Products Division
206679862,Personal Electronics Division
206697799,Health Products Division
206697799,Personal Electronics Division
206718355,Housewares Division
206718355,Health Products Division
206726879,Health Products Division
206726879,Automotive Division
206726879,Personal Electronics Division
206726879,Jewelry Division
206761389,Health Products Division
206761389,Personal Electronics Division
206847717,Housewares Division
206847717,Health Products Division
206847717,Personal Electronics Division
206847717,Garden Division
206847717,Novelty Gift Division
207099540,Housewares Division
